date_key,site_key,region_key,service_key,vendor_key,uptime_minutes,downtime_minutes,avg_latency_ms,packet_loss_pct,availability_pct
202401,5,3,2,1,43124,76,110.89,0.791,99.824
202401,5,3,2,2,42974,226,98.82,0.992,99.476
202401,5,3,2,3,43057,143,98.56,1.341,99.667
202401,5,3,2,4,42907,293,54.44,0.186,99.321
202401,5,3,3,1,43006,194,18.77,0.725,99.549
202401,5,3,3,2,42991,209,45.09,0.907,99.516
202401,5,3,3,3,42781,419,18.92,1.243,99.029
202401,5,3,3,4,42916,284,28.34,0.807,99.342
202401,5,3,4,1,43085,115,37.66,0.953,99.731
202401,5,3,4,2,42804,396,20.43,0.82,99.081
202401,5,3,4,3,42990,210,81.93,1.103,99.514
202401,5,3,4,4,43169,31,69.21,0.518,99.927
202401,6,5,1,1,43095,105,43.44,0.687,99.755
202401,6,5,1,2,42801,399,17.66,1.446,99.075
202401,6,5,1,3,43112,88,88.08,0.643,99.794
202401,6,5,1,4,42840,360,31.43,0.413,99.165
202401,6,5,2,1,42994,206,90.03,1.007,99.522
202401,6,5,2,2,42883,317,115.26,1.12,99.266
202401,6,5,2,3,42996,204,79.23,0.658,99.527
202401,6,5,2,4,42870,330,52.38,1.149,99.235
202401,6,5,3,1,42774,426,27.19,0.117,99.014
202401,6,5,3,2,42785,415,104.82,1.07,99.039
202401,6,5,3,3,42963,237,25.27,0.763,99.45
202401,6,5,3,4,42963,237,33.19,0.679,99.45
202401,6,5,4,1,42932,268,79.66,0.971,99.379
202401,6,5,4,2,42787,413,54.33,0.957,99.043
202401,6,5,4,3,42975,225,104.93,1.005,99.478
202401,6,5,4,4,42835,365,22.41,0.982,99.155
202401,7,5,1,1,42779,421,76.51,1.413,99.025
202401,7,5,1,2,43005,195,55.76,0.983,99.547
202401,7,5,1,3,42957,243,72.29,1.415,99.435
202401,7,5,1,4,42927,273,115.93,1.363,99.367
202401,7,5,2,1,42849,351,22.28,0.196,99.186
202401,7,5,2,2,42776,424,24.92,1.04,99.017
202401,7,5,2,3,42798,402,48.49,1.275,99.068
202401,7,5,2,4,42778,422,100.52,0.459,99.022
202401,7,5,3,1,42817,383,88.16,0.962,99.112
202401,7,5,3,2,43129,71,92.18,1.215,99.834
202401,7,5,3,3,42884,316,33.63,1.138,99.268
202401,7,5,3,4,43100,100,119.0,0.648,99.766
202401,7,5,4,1,42921,279,96.52,0.544,99.353
202401,7,5,4,2,43150,50,105.13,0.672,99.884
202401,7,5,4,3,43077,123,94.23,0.2,99.713
202401,7,5,4,4,43139,61,68.05,1.248,99.857
202401,8,7,1,1,42900,300,109.03,0.614,99.304
202401,8,7,1,2,42773,427,110.07,0.182,99.01
202401,8,7,1,3,42900,300,114.76,1.428,99.303
202401,8,7,1,4,43004,196,81.34,0.7,99.545
202401,8,7,2,1,42889,311,49.51,1.025,99.279
202401,8,7,2,2,43077,123,98.12,1.195,99.715
202401,8,7,2,3,42806,394,66.91,0.133,99.087
202401,8,7,2,4,42994,206,61.36,1.337,99.522
202401,8,7,3,1,42913,287,27.29,0.257,99.333
202401,8,7,3,2,43081,119,79.91,0.197,99.723
202401,8,7,3,3,42803,397,88.6,0.156,99.08
202401,8,7,3,4,43106,94,89.16,0.168,99.781
202401,8,7,4,1,42803,397,118.6,0.593,99.081
202401,8,7,4,2,42921,279,100.34,1.424,99.352
202401,8,7,4,3,43173,27,94.1,0.596,99.937
202401,8,7,4,4,42803,397,96.6,0.86,99.079
202401,9,2,1,1,42943,257,110.17,0.211,99.403
202401,9,2,1,2,42971,229,16.19,0.73,99.468
202401,9,2,1,3,42792,408,27.48,0.22,99.053
202401,9,2,1,4,43035,165,93.33,0.896,99.617
202401,9,2,2,1,43163,37,54.36,0.464,99.914
202401,9,2,2,2,43125,75,38.48,1.447,99.825
202401,9,2,2,3,42773,427,116.84,0.113,99.012
202401,9,2,2,4,43134,66,70.41,1.49,99.847
202401,9,2,3,1,42799,401,73.15,1.455,99.07
202401,9,2,3,2,42983,217,81.09,1.059,99.497
202401,9,2,3,3,42955,245,80.89,0.897,99.432
202401,9,2,3,4,43138,62,19.77,0.457,99.856
202401,9,2,4,1,43159,41,108.48,0.711,99.903
202401,9,2,4,2,43023,177,44.13,0.323,99.589
202401,9,2,4,3,42959,241,52.1,0.896,99.441
202401,9,2,4,4,42800,400,117.31,1.48,99.074
202401,10,3,1,1,43055,145,71.29,0.499,99.663
202401,10,3,1,2,43102,98,86.9,0.286,99.773
202401,10,3,1,3,43142,58,101.37,1.427,99.865
202401,10,3,1,4,43066,134,79.41,0.656,99.689
202401,10,3,2,1,43151,49,105.94,0.116,99.886
202401,10,3,2,2,42779,421,54.53,1.225,99.025
202401,10,3,2,3,43174,26,30.79,0.911,99.938
202401,10,3,2,4,42925,275,116.84,1.271,99.362
202401,10,3,3,1,43113,87,64.21,0.651,99.796
202401,10,3,3,2,42881,319,20.92,1.304,99.26
202401,10,3,3,3,43102,98,119.97,1.495,99.772
202401,10,3,3,4,42996,204,95.74,1.42,99.528
202401,10,3,4,1,43117,83,40.97,0.703,99.807
202401,10,3,4,2,42822,378,115.18,0.929,99.123
202401,10,3,4,3,42862,338,85.53,0.946,99.217
202401,10,3,4,4,42915,285,26.92,1.024,99.34
202401,11,7,1,1,42982,218,96.09,0.804,99.494
202401,11,7,1,2,43118,82,72.95,0.863,99.81
202401,11,7,1,3,43128,72,57.37,0.244,99.833
202401,11,7,1,4,42780,420,94.29,0.949,99.027
202401,11,7,2,1,43057,143,37.36,0.248,99.669
202401,11,7,2,2,42774,426,51.81,0.905,99.014
202401,11,7,2,3,42929,271,60.93,1.361,99.373
202401,11,7,2,4,42911,289,68.97,1.186,99.331
202401,11,7,3,1,42931,269,80.32,1.3,99.377
202401,11,7,3,2,43158,42,30.44,1.394,99.902
202401,11,7,3,3,42970,230,42.12,0.716,99.468
202401,11,7,3,4,43171,29,66.72,0.527,99.931
202401,11,7,4,1,43028,172,40.22,0.16,99.602
202401,11,7,4,2,42821,379,28.44,0.27,99.122
202401,11,7,4,3,42825,375,82.29,0.314,99.132
202401,11,7,4,4,42910,290,109.16,0.737,99.328
202401,12,3,1,1,43042,158,33.09,0.329,99.634
202401,12,3,1,2,42785,415,32.74,0.454,99.039
202401,12,3,1,3,42841,359,24.31,0.225,99.168
202401,12,3,1,4,42958,242,36.67,0.578,99.438
202401,12,3,2,1,42975,225,87.49,0.107,99.478
202401,12,3,2,2,43097,103,80.93,0.169,99.759
202401,12,3,2,3,43127,73,111.69,0.139,99.83
202401,12,3,2,4,42882,318,99.65,1.135,99.263
202401,12,3,3,1,42844,356,36.98,0.587,99.175
202401,12,3,3,2,42967,233,79.92,0.585,99.46
202401,12,3,3,3,42958,242,93.48,0.103,99.439
202401,12,3,3,4,42872,328,89.9,1.348,99.24
202401,12,3,4,1,42978,222,70.87,0.205,99.486
202401,12,3,4,2,42952,248,70.92,0.402,99.425
202401,12,3,4,3,42879,321,54.61,0.079,99.256
202401,12,3,4,4,42901,299,37.2,0.525,99.306
202401,13,3,1,1,42818,382,108.51,0.911,99.114
202401,13,3,1,2,43047,153,97.86,0.773,99.645
202401,13,3,1,3,42804,396,71.4,0.901,99.083
202401,13,3,1,4,43074,126,60.32,0.235,99.708
202401,13,3,2,1,42885,315,53.12,0.987,99.27
202401,13,3,2,2,43003,197,52.39,1.48,99.542
202401,13,3,2,3,43017,183,39.91,0.198,99.575
202401,13,3,2,4,42831,369,40.83,0.283,99.145
202401,13,3,3,1,42845,355,44.93,0.301,99.177
202401,13,3,3,2,43137,63,23.42,0.811,99.852
202401,13,3,3,3,42937,263,118.15,0.212,99.39
202401,13,3,3,4,42932,268,116.79,1.305,99.378
202401,13,3,4,1,43104,96,42.08,0.298,99.776
202401,13,3,4,2,43043,157,112.58,0.857,99.635
202401,13,3,4,3,43003,197,44.4,1.166,99.543
202401,13,3,4,4,42845,355,48.99,0.667,99.178
202401,14,5,1,1,42977,223,40.45,0.217,99.482
202401,14,5,1,2,43019,181,45.31,0.893,99.58
202401,14,5,1,3,42832,368,65.52,0.822,99.147
202401,14,5,1,4,42790,410,50.34,0.245,99.049
202401,14,5,2,1,42795,405,118.95,0.517,99.06
202401,14,5,2,2,43101,99,41.74,1.038,99.769
202401,14,5,2,3,43080,120,77.54,0.734,99.722
202401,14,5,2,4,42938,262,51.63,1.398,99.391
202401,14,5,3,1,43109,91,116.33,0.23,99.789
202401,14,5,3,2,43068,132,113.53,0.313,99.694
202401,14,5,3,3,42796,404,92.82,0.883,99.063
202401,14,5,3,4,43114,86,29.68,1.203,99.8
202401,14,5,4,1,42851,349,32.18,0.288,99.192
202401,14,5,4,2,43103,97,84.85,0.808,99.774
202401,14,5,4,3,42916,284,107.11,0.619,99.341
202401,14,5,4,4,43104,96,61.11,0.597,99.776
202401,15,4,1,1,42958,242,46.64,1.134,99.44
202401,15,4,1,2,42975,225,39.38,1.354,99.478
202401,15,4,1,3,42926,274,72.07,1.364,99.365
202401,15,4,1,4,43025,175,27.27,1.413,99.593
202401,15,4,2,1,43026,174,50.17,0.252,99.596
202401,15,4,2,2,43094,106,80.11,0.824,99.754
202401,15,4,2,3,43135,65,97.8,0.27,99.849
202401,15,4,2,4,42896,304,41.09,1.129,99.296
202401,15,4,3,1,42782,418,74.84,1.156,99.032
202401,15,4,3,2,43128,72,50.92,1.241,99.833
202401,15,4,3,3,42814,386,103.88,0.235,99.105
202401,15,4,3,4,42932,268,98.72,0.267,99.377
202401,15,4,4,1,42863,337,90.84,1.094,99.218
202401,15,4,4,2,43032,168,87.86,0.837,99.609
202401,15,4,4,3,42872,328,51.3,0.313,99.239
202401,15,4,4,4,43141,59,76.26,0.631,99.863
202401,16,3,1,1,42958,242,114.46,0.272,99.439
202401,16,3,1,2,43009,191,68.12,0.937,99.557
202401,16,3,1,3,42776,424,106.57,1.402,99.017
202401,16,3,1,4,43000,200,88.15,1.388,99.537
202401,16,3,2,1,43059,141,31.02,0.886,99.672
202401,16,3,2,2,43017,183,59.53,1.118,99.576
202401,16,3,2,3,43152,48,112.18,0.704,99.888
202401,16,3,2,4,42815,385,118.41,1.266,99.108
202401,16,3,3,1,42820,380,111.69,1.311,99.118
202401,16,3,3,2,42981,219,77.08,0.629,99.493
202401,16,3,3,3,42791,409,50.2,1.214,99.052
202401,16,3,3,4,42770,430,50.02,0.627,99.004
202401,16,3,4,1,42989,211,111.58,0.552,99.511
202401,16,3,4,2,42911,289,92.44,0.706,99.33
202401,16,3,4,3,42861,339,62.51,0.254,99.213
202401,16,3,4,4,42841,359,67.33,0.657,99.168
202401,17,6,1,1,43144,56,53.05,0.892,99.869
202401,17,6,1,2,43028,172,16.37,1.012,99.601
202401,17,6,1,3,42842,358,115.91,0.266,99.169
202401,17,6,1,4,42939,261,23.96,1.495,99.394
202401,17,6,2,1,42975,225,77.52,0.147,99.477
202401,17,6,2,2,43076,124,37.04,1.352,99.712
202401,17,6,2,3,42853,347,35.02,0.103,99.195
202401,17,6,2,4,42962,238,74.31,0.145,99.448
202401,17,6,3,1,43087,113,62.6,0.81,99.737
202401,17,6,3,2,42949,251,57.08,0.861,99.419
202401,17,6,3,3,42832,368,34.1,1.3,99.147
202401,17,6,3,4,43157,43,54.2,0.443,99.899
202401,17,6,4,1,43033,167,57.92,0.087,99.612
202401,17,6,4,2,42833,367,90.18,1.005,99.148
202401,17,6,4,3,42780,420,38.31,0.385,99.026
202401,17,6,4,4,43044,156,17.07,0.201,99.638
202401,18,5,1,1,43097,103,33.75,0.996,99.76
202401,18,5,1,2,42866,334,25.44,0.403,99.226
202401,18,5,1,3,43065,135,104.85,1.254,99.686
202401,18,5,1,4,42932,268,85.15,0.347,99.377
202401,18,5,2,1,42889,311,109.12,0.069,99.278
202401,18,5,2,2,42804,396,36.83,0.088,99.081
202401,18,5,2,3,42843,357,76.22,0.661,99.172
202401,18,5,2,4,43135,65,100.83,0.546,99.848
202401,18,5,3,1,42875,325,54.87,0.906,99.246
202401,18,5,3,2,42879,321,80.54,0.644,99.255
202401,18,5,3,3,42995,205,60.79,0.477,99.524
202401,18,5,3,4,43158,42,95.18,0.253,99.901
202401,18,5,4,1,43125,75,66.18,1.347,99.825
202401,18,5,4,2,43097,103,59.65,0.083,99.76
202401,18,5,4,3,42879,321,71.87,0.969,99.255
202401,18,5,4,4,42874,326,29.63,1.261,99.245
202401,19,2,1,1,43172,28,70.2,0.299,99.935
202401,19,2,1,2,42880,320,16.93,1.376,99.259
202401,19,2,1,3,42817,383,75.53,0.447,99.112
202401,19,2,1,4,42996,204,83.4,1.253,99.526
202401,19,2,2,1,42853,347,16.15,0.248,99.196
202401,19,2,2,2,43138,62,106.76,0.916,99.855
202401,19,2,2,3,43015,185,84.83,0.304,99.57
202401,19,2,2,4,43144,56,58.97,0.606,99.869
202401,19,2,3,1,42981,219,19.93,0.291,99.493
202401,19,2,3,2,43071,129,23.69,0.925,99.701
202401,19,2,3,3,42869,331,55.88,0.469,99.233
202401,19,2,3,4,42914,286,90.5,0.481,99.338
202401,19,2,4,1,43001,199,64.99,1.012,99.538
202401,19,2,4,2,43153,47,91.92,0.362,99.89
202401,19,2,4,3,42781,419,42.54,0.913,99.03
202401,19,2,4,4,42790,410,67.12,0.915,99.049
202401,20,4,1,1,42906,294,95.95,0.205,99.318
202401,20,4,1,2,42799,401,91.46,0.768,99.071
202401,20,4,1,3,43051,149,60.66,0.407,99.654
202401,20,4,1,4,43105,95,98.94,1.057,99.778
202401,20,4,2,1,42880,320,76.97,0.573,99.259
202401,20,4,2,2,42806,394,111.32,0.248,99.087
202401,20,4,2,3,43158,42,61.83,0.318,99.903
202401,20,4,2,4,42991,209,106.66,1.112,99.515
202401,20,4,3,1,43100,100,84.17,1.054,99.766
202401,20,4,3,2,43117,83,41.22,0.76,99.807
202401,20,4,3,3,42859,341,118.71,1.419,99.21
202401,20,4,3,4,42785,415,89.09,1.392,99.037
202401,20,4,4,1,42843,357,74.63,1.377,99.172
202401,20,4,4,2,42782,418,88.23,0.481,99.032
202401,20,4,4,3,43148,52,116.96,1.419,99.878
202401,20,4,4,4,42963,237,105.51,1.275,99.451
202401,21,6,1,1,42899,301,102.04,0.104,99.303
202401,21,6,1,2,43013,187,39.15,0.225,99.566
202401,21,6,1,3,42800,400,88.11,0.543,99.073
202401,21,6,1,4,43066,134,21.86,0.507,99.689
202401,21,6,2,1,42990,210,98.03,0.512,99.513
202401,21,6,2,2,43025,175,108.03,0.943,99.595
202401,21,6,2,3,42864,336,17.56,1.312,99.221
202401,21,6,2,4,42777,423,106.84,0.817,99.02
202401,21,6,3,1,43154,46,98.87,1.497,99.892
202401,21,6,3,2,42912,288,95.55,0.633,99.333
202401,21,6,3,3,42965,235,80.89,1.317,99.456
202401,21,6,3,4,43172,28,95.67,0.656,99.935
202401,21,6,4,1,42941,259,92.45,0.396,99.4
202401,21,6,4,2,42814,386,52.24,0.466,99.105
202401,21,6,4,3,42890,310,39.53,0.111,99.281
202401,21,6,4,4,42776,424,118.71,0.67,99.017
202401,22,6,1,1,42926,274,86.36,0.366,99.365
202401,22,6,1,2,43158,42,97.57,0.18,99.902
202401,22,6,1,3,42940,260,107.31,1.42,99.397
202401,22,6,1,4,42960,240,79.41,0.292,99.444
202401,22,6,2,1,43175,25,39.33,1.417,99.942
202401,22,6,2,2,43035,165,78.81,0.793,99.617
202401,22,6,2,3,42863,337,33.54,0.37,99.219
202401,22,6,2,4,42845,355,96.86,0.558,99.177
202401,22,6,3,1,42792,408,116.76,1.331,99.055
202401,22,6,3,2,43149,51,119.47,0.302,99.881
202401,22,6,3,3,42931,269,94.62,1.059,99.376
202401,22,6,3,4,42832,368,100.66,0.375,99.146
202401,22,6,4,1,42860,340,71.38,0.91,99.213
202401,22,6,4,2,43007,193,24.61,1.322,99.551
202401,22,6,4,3,42878,322,28.6,1.339,99.252
202401,22,6,4,4,43161,39,105.52,1.224,99.908
202401,23,2,1,1,43037,163,72.84,0.176,99.622
202401,23,2,1,2,42936,264,54.13,0.427,99.388
202401,23,2,1,3,43065,135,67.07,0.168,99.687
202401,23,2,1,4,42859,341,86.74,0.16,99.209
202401,23,2,2,1,43118,82,66.99,0.747,99.809
202401,23,2,2,2,43012,188,101.59,0.554,99.563
202401,23,2,2,3,43047,153,74.4,0.437,99.644
202401,23,2,2,4,43129,71,98.73,1.005,99.835
202401,23,2,3,1,43118,82,106.07,1.077,99.808
202401,23,2,3,2,43112,88,88.23,1.036,99.795
202401,23,2,3,3,43022,178,94.04,0.28,99.588
202401,23,2,3,4,43130,70,106.54,0.092,99.837
202401,23,2,4,1,43107,93,28.53,0.536,99.785
202401,23,2,4,2,43074,126,31.88,1.236,99.706
202401,23,2,4,3,43110,90,68.28,0.059,99.791
202401,23,2,4,4,42886,314,79.78,1.473,99.273
202401,24,4,1,1,43028,172,42.28,0.969,99.6
202401,24,4,1,2,42990,210,96.88,0.205,99.513
202401,24,4,1,3,43081,119,71.83,1.446,99.723
202401,24,4,1,4,42909,291,81.43,1.401,99.325
202401,24,4,2,1,42811,389,113.41,1.047,99.097
202401,24,4,2,2,42796,404,46.6,1.077,99.064
202401,24,4,2,3,42796,404,76.13,0.552,99.064
202401,24,4,2,4,43023,177,19.8,1.314,99.59
202401,24,4,3,1,43168,32,116.73,1.137,99.925
202401,24,4,3,2,42822,378,94.62,0.086,99.124
202401,24,4,3,3,42778,422,48.98,0.759,99.021
202401,24,4,3,4,43085,115,86.75,0.697,99.732
202401,24,4,4,1,42881,319,119.7,0.668,99.26
202401,24,4,4,2,42954,246,32.18,1.202,99.429
202401,24,4,4,3,43053,147,38.18,0.169,99.659
202401,24,4,4,4,43048,152,83.72,0.446,99.646
202401,25,5,1,1,43159,41,30.86,0.677,99.903
202401,25,5,1,2,43156,44,59.07,0.976,99.896
202401,25,5,1,3,42932,268,43.79,1.477,99.378
202401,25,5,1,4,42936,264,108.88,0.383,99.389
202401,25,5,2,1,42856,344,18.27,0.995,99.202
202401,25,5,2,2,42920,280,105.76,0.736,99.35
202401,25,5,2,3,43166,34,34.48,1.31,99.92
202401,25,5,2,4,43087,113,95.95,1.275,99.738
202401,25,5,3,1,43081,119,80.75,0.24,99.723
202401,25,5,3,2,42782,418,111.69,0.944,99.031
202401,25,5,3,3,43095,105,65.56,0.22,99.757
202401,25,5,3,4,42820,380,86.98,0.674,99.119
202401,25,5,4,1,42851,349,66.62,0.143,99.19
202401,25,5,4,2,43007,193,43.24,1.206,99.553
202401,25,5,4,3,42896,304,62.8,0.067,99.295
202401,25,5,4,4,42798,402,56.21,0.746,99.069
202401,26,1,1,1,43015,185,45.62,1.058,99.57
202401,26,1,1,2,43121,79,96.88,0.107,99.817
202401,26,1,1,3,42966,234,26.02,0.401,99.456
202401,26,1,1,4,43173,27,29.96,0.773,99.937
202401,26,1,2,1,43022,178,88.76,0.861,99.587
202401,26,1,2,2,42773,427,49.28,0.801,99.009
202401,26,1,2,3,42805,395,51.82,0.098,99.083
202401,26,1,2,4,42801,399,56.68,0.242,99.075
202401,26,1,3,1,43001,199,87.39,1.211,99.539
202401,26,1,3,2,42851,349,32.59,0.202,99.19
202401,26,1,3,3,43030,170,89.18,0.096,99.605
202401,26,1,3,4,43153,47,20.46,0.835,99.889
202401,26,1,4,1,43059,141,106.45,1.085,99.674
202401,26,1,4,2,43098,102,50.64,1.231,99.762
202401,26,1,4,3,42801,399,108.96,0.844,99.076
202401,26,1,4,4,43104,96,62.49,0.983,99.776
202401,27,4,1,1,42985,215,91.82,0.168,99.5
202401,27,4,1,2,42793,407,40.95,0.281,99.057
202401,27,4,1,3,43126,74,38.02,1.465,99.828
202401,27,4,1,4,42907,293,34.12,1.195,99.32
202401,27,4,2,1,43039,161,67.31,0.855,99.626
202401,27,4,2,2,43064,136,38.99,1.495,99.683
202401,27,4,2,3,43169,31,83.28,0.339,99.926
202401,27,4,2,4,43048,152,22.58,0.094,99.646
202401,27,4,3,1,42874,326,63.58,1.309,99.245
202401,27,4,3,2,43067,133,92.98,0.667,99.691
202401,27,4,3,3,42910,290,53.96,1.482,99.329
202401,27,4,3,4,42785,415,106.04,0.889,99.038
202401,27,4,4,1,42949,251,91.15,0.756,99.417
202401,27,4,4,2,43127,73,109.57,0.661,99.83
202401,27,4,4,3,42882,318,77.2,1.373,99.263
202401,27,4,4,4,42855,345,80.41,0.966,99.2
202401,28,2,1,1,43069,131,28.81,1.088,99.696
202401,28,2,1,2,43142,58,33.87,0.394,99.864
202401,28,2,1,3,43167,33,34.0,1.289,99.923
202401,28,2,1,4,42971,229,40.96,1.313,99.468
202401,28,2,2,1,42951,249,69.06,0.571,99.423
202401,28,2,2,2,43012,188,32.17,0.617,99.563
202401,28,2,2,3,43166,34,42.1,1.002,99.921
202401,28,2,2,4,42902,298,96.21,0.24,99.309
202401,28,2,3,1,43167,33,62.65,0.392,99.921
202401,28,2,3,2,42799,401,32.82,0.804,99.07
202401,28,2,3,3,42907,293,102.03,0.675,99.32
202401,28,2,3,4,42871,329,79.8,1.075,99.236
202401,28,2,4,1,42837,363,32.6,0.103,99.159
202401,28,2,4,2,43071,129,84.7,0.738,99.7
202401,28,2,4,3,43115,85,99.6,0.899,99.802
202401,28,2,4,4,43125,75,36.61,0.212,99.825
202401,29,6,1,1,42879,321,20.99,0.82,99.256
202401,29,6,1,2,43153,47,19.13,0.227,99.89
202401,29,6,1,3,42954,246,113.06,0.508,99.43
202401,29,6,1,4,42977,223,19.37,0.265,99.482
202401,29,6,2,1,43173,27,116.34,0.057,99.937
202401,29,6,2,2,43159,41,82.11,1.308,99.904
202401,29,6,2,3,42955,245,69.14,0.759,99.432
202401,29,6,2,4,43042,158,29.66,0.093,99.634
202401,29,6,3,1,42895,305,88.99,0.343,99.293
202401,29,6,3,2,43045,155,116.84,0.186,99.64
202401,29,6,3,3,43045,155,61.59,1.309,99.639
202401,29,6,3,4,42841,359,87.73,1.265,99.168
202401,29,6,4,1,43156,44,86.74,0.771,99.897
202401,29,6,4,2,43022,178,106.24,0.877,99.587
202401,29,6,4,3,42781,419,112.75,1.05,99.029
202401,29,6,4,4,43046,154,37.65,1.005,99.643
202401,30,5,1,1,42930,270,83.38,0.205,99.374
202401,30,5,1,2,43038,162,119.94,0.12,99.625
202401,30,5,1,3,43170,30,57.73,1.313,99.928
202401,30,5,1,4,43090,110,74.54,1.121,99.743
202401,30,5,2,1,43129,71,57.43,0.524,99.835
202401,30,5,2,2,43042,158,99.82,1.155,99.634
202401,30,5,2,3,43096,104,60.74,1.236,99.758
202401,30,5,2,4,42818,382,72.17,0.058,99.114
202401,30,5,3,1,42902,298,53.48,0.624,99.308
202401,30,5,3,2,43054,146,55.8,0.701,99.661
202401,30,5,3,3,42866,334,54.19,0.38,99.226
202401,30,5,3,4,42799,401,78.36,1.019,99.07
202401,30,5,4,1,43023,177,63.67,0.601,99.589
202401,30,5,4,2,43123,77,69.5,0.745,99.82
202401,30,5,4,3,42779,421,50.83,0.601,99.024
202401,30,5,4,4,42932,268,75.92,0.824,99.379
202401,31,4,1,1,43018,182,95.31,1.229,99.578
202401,31,4,1,2,43063,137,115.33,0.076,99.682
202401,31,4,1,3,42849,351,15.79,0.989,99.186
202401,31,4,1,4,43137,63,40.57,1.394,99.853
202401,31,4,2,1,42793,407,113.12,0.56,99.057
202401,31,4,2,2,42810,390,66.02,0.422,99.096
202401,31,4,2,3,42885,315,47.27,1.214,99.271
202401,31,4,2,4,42990,210,47.69,0.935,99.512
202401,31,4,3,1,43062,138,43.63,0.65,99.68
202401,31,4,3,2,42819,381,34.02,1.038,99.116
202401,31,4,3,3,42843,357,70.14,1.078,99.172
202401,31,4,3,4,42812,388,74.57,0.422,99.102
202401,31,4,4,1,43164,36,65.77,1.219,99.915
202401,31,4,4,2,42994,206,19.56,0.968,99.523
202401,31,4,4,3,43159,41,78.17,1.238,99.904
