date_key,region_key,service_key,vendor_key,uptime_minutes,downtime_minutes,availability,avg_latency_ms,packet_loss_pct
202401,2,3,1,816174,4626,0.9943640350877194,77.90894736842105,1.0240526315789473
202401,2,3,2,816574,4226,0.9948513645224173,76.22421052631579,0.6893684210526316
202401,2,3,3,816504,4296,0.9947660818713451,59.613157894736844,0.791578947368421
202401,2,3,4,817214,3586,0.9956310916179337,61.58842105263158,0.6942631578947369
202401,2,4,1,816979,3821,0.9953447855750488,70.28421052631579,0.7130000000000001
202401,2,4,2,817738,3062,0.9962694931773879,62.32736842105263,0.8656842105263158
202401,2,4,3,816916,3884,0.9952680311890839,63.42947368421053,0.8052105263157895
202401,2,4,4,816677,4123,0.9949768518518519,72.38526315789473,0.8765789473684211
202401,3,1,1,472218,2982,0.9937247474747474,67.41181818181818,0.5117272727272728
202401,3,1,2,472757,2443,0.9948590067340067,75.89,0.6811818181818182
202401,3,1,3,472431,2769,0.9941729797979797,72.7309090909091,0.8737272727272726
202401,3,1,4,472983,2217,0.995334595959596,69.44909090909091,0.8784545454545455
202401,3,2,1,473524,1676,0.996473063973064,74.83818181818182,0.6572727272727273
202401,3,2,2,473052,2148,0.995479797979798,58.67090909090909,0.9150909090909092
202401,3,2,3,473829,1371,0.9971148989898989,71.34727272727272,0.7679090909090909
202401,3,2,4,471685,3515,0.9926031144781144,84.11454545454545,0.7432727272727273
202401,3,3,1,472630,2570,0.9945917508417509,58.96545454545455,0.6704545454545454
202401,3,3,2,472959,2241,0.9952840909090909,55.02090909090909,0.9396363636363637
202401,3,3,3,472403,2797,0.9941140572390572,81.75,0.7122727272727273
202401,3,3,4,472469,2731,0.9942529461279462,71.69272727272727,0.894
202401,3,4,1,473560,1640,0.9965488215488215,71.05818181818182,0.6317272727272727
202401,3,4,2,472235,2965,0.9937605218855219,81.18,0.8346363636363637
202401,3,4,3,472003,3197,0.9932723063973063,58.20363636363636,0.6892727272727273
202401,3,4,4,472356,2844,0.9940151515151515,56.83181818181818,0.5770909090909091
202401,4,1,1,1073671,6329,0.9941398148148148,64.2628,0.8158
202401,4,1,2,1074237,5763,0.9946638888888889,83.46,0.70292
202401,4,1,3,1074227,5773,0.9946546296296296,66.8348,0.84628
202401,4,1,4,1073864,6136,0.9943185185185185,67.95439999999999,0.74292
202401,4,2,1,1073912,6088,0.9943629629629629,59.3732,0.6928
202401,4,2,2,1074025,5975,0.9944675925925925,75.7188,0.70772
202401,4,2,3,1073731,6269,0.9941953703703703,73.5124,0.83528
202401,4,2,4,1074250,5750,0.9946759259259259,59.7624,0.7436400000000001
202401,4,3,1,1075322,4678,0.9956685185185186,65.1876,1.02068
202401,4,3,2,1074855,5145,0.9952361111111111,67.3356,0.72616
202401,4,3,3,1073596,6404,0.9940703703703704,68.2924,0.85856
202401,4,3,4,1073225,6775,0.9937268518518519,79.6764,0.62832
202401,4,4,1,1073796,6204,0.9942555555555557,73.682,0.9242400000000001
202401,4,4,2,1074201,5799,0.9946305555555556,67.1832,0.85824
202401,4,4,3,1074181,5819,0.994612037037037,76.1296,0.80768
202401,4,4,4,1074739,5261,0.9951287037037037,65.22,0.8343200000000001
202401,5,1,1,773931,3669,0.9952816358024692,75.80888888888889,0.7556666666666667
202401,5,1,2,773719,3881,0.9950090020576131,54.09777777777778,0.8132222222222222
202401,5,1,3,773560,4040,0.9948045267489712,67.47888888888889,0.9389444444444445
202401,5,1,4,774189,3411,0.9956134259259259,67.44999999999999,0.7666666666666666
202401,5,2,1,773304,4296,0.9944753086419753,76.47,0.6760555555555556
202401,5,2,2,773404,4196,0.9946039094650205,60.47722222222222,0.8713888888888889
202401,5,2,3,774344,3256,0.995812757201646,73.29222222222222,0.7751111111111111
202401,5,2,4,773028,4572,0.9941203703703704,72.37833333333333,0.8635555555555556
202401,5,3,1,773156,4444,0.9942849794238682,64.52888888888889,0.581
202401,5,3,2,774056,3544,0.9954423868312757,78.46222222222222,0.8082777777777778
202401,5,3,3,773566,4034,0.9948122427983539,63.37777777777777,0.7196666666666667
202401,5,3,4,773441,4159,0.9946514917695473,70.81833333333333,0.8375555555555556
202401,5,4,1,772664,4936,0.9936522633744855,76.55388888888889,0.7525555555555555
202401,5,4,2,773550,4050,0.9947916666666666,70.69,0.6798888888888889
202401,5,4,3,772652,4948,0.9936368312757201,65.15,0.6588888888888889
202401,5,4,4,773810,3790,0.9951260288065844,62.02166666666666,0.7230555555555555
202401,6,1,1,730396,4004,0.9945479302832244,69.23823529411764,0.75
202401,6,1,2,730229,4171,0.9943205337690633,67.64647058823529,0.626
202401,6,1,3,730243,4157,0.994339596949891,73.52764705882353,0.927
202401,6,1,4,730767,3633,0.9950531045751634,53.33764705882353,0.7321176470588237
202401,6,2,1,731014,3386,0.9953894335511982,60.89352941176471,0.7347647058823529
202401,6,2,2,730927,3473,0.9952709694989106,69.62117647058824,0.9865294117647059
202401,6,2,3,729866,4534,0.9938262527233116,67.64764705882352,0.7231176470588235
202401,6,2,4,730238,4162,0.994332788671024,65.03529411764706,0.502764705882353
202401,6,3,1,730894,3506,0.9952260348583879,77.55470588235295,0.9188235294117647
202401,6,3,2,730038,4362,0.9940604575163399,67.41294117647058,0.6418823529411766
202401,6,3,3,729721,4679,0.9936288126361655,78.25882352941177,0.8483529411764706
202401,6,3,4,730783,3617,0.995074891067538,71.69294117647058,0.7605882352941177
202401,6,4,1,731203,3197,0.9956467864923747,70.59117647058824,0.7577058823529412
202401,6,4,2,729937,4463,0.9939229302832243,63.110588235294124,0.9421764705882353
202401,6,4,3,729914,4486,0.9938916122004358,74.43235294117646,0.7071764705882353
202401,6,4,4,730194,4206,0.9942728758169934,60.08529411764706,0.7688823529411765
202401,7,1,1,816189,4611,0.9943823099415204,60.76157894736842,0.8155263157894737
202401,7,1,2,816228,4572,0.9944298245614035,59.414736842105256,0.7448421052631579
202401,7,1,3,816267,4533,0.9944773391812866,79.19368421052631,0.727421052631579
202401,7,1,4,816410,4390,0.994651559454191,69.09684210526315,0.6691052631578948
202401,7,2,1,817054,3746,0.9954361598440545,69.82368421052631,0.8276315789473684
202401,7,2,2,816666,4134,0.9949634502923977,77.4678947368421,0.8053157894736842
202401,7,2,3,815456,5344,0.9934892787524366,61.43000000000001,0.6852105263157895
202401,7,2,4,816707,4093,0.9950134015594543,67.91842105263159,0.8525789473684211
202401,7,3,1,815943,4857,0.9940826023391813,75.22263157894737,0.9299473684210526
202401,7,3,2,816227,4573,0.9944286062378168,77.12315789473683,0.7839473684210526
202401,7,3,3,816554,4246,0.9948269980506823,61.91263157894736,0.6275263157894737
202401,7,3,4,816968,3832,0.9953313840155945,57.944736842105264,0.670578947368421
202401,7,4,1,816387,4413,0.9946235380116959,84.75473684210526,0.8321578947368421
202401,7,4,2,816653,4147,0.99494761208577,53.99894736842106,0.759842105263158
202401,7,4,3,815461,5339,0.9934953703703705,60.53263157894736,0.9036315789473685
202401,7,4,4,816187,4613,0.994379873294347,79.06368421052632,0.4691578947368421
202402,1,1,1,472786,2414,0.9949200336700337,54.46181818181819,0.7509999999999999
202402,1,1,2,472210,2990,0.9937079124579125,57.08909090909091,0.8318181818181819
202402,1,1,3,472683,2517,0.9947032828282829,77.50454545454545,0.6898181818181818
202402,1,1,4,472731,2469,0.9948042929292928,59.57454545454545,0.8202727272727273
202402,1,2,1,472464,2736,0.9942424242424243,61.76909090909091,0.6599090909090909
202402,1,2,2,472684,2516,0.9947053872053871,71.5909090909091,0.5601818181818182
202402,1,2,3,473459,1741,0.9963362794612795,53.91454545454546,0.6697272727272727
202402,1,2,4,472191,3009,0.9936679292929292,72.36,0.6420909090909092
202402,1,3,1,473019,2181,0.9954103535353536,68.80545454545455,0.8933636363636364
202402,1,3,2,472608,2592,0.9945454545454545,83.77727272727272,0.7961818181818181
202402,1,3,3,472072,3128,0.9934175084175084,69.73363636363636,0.790090909090909
202402,1,3,4,472922,2278,0.9952062289562289,68.86727272727272,0.6335454545454545
202402,1,4,1,472748,2452,0.9948400673400674,57.76636363636363,0.7483636363636363
202402,1,4,2,472960,2240,0.9952861952861952,72.16272727272727,0.847909090909091
202402,1,4,3,472596,2604,0.9945202020202021,83.29181818181819,0.7755454545454546
202402,1,4,4,472649,2551,0.9946317340067341,49.46454545454546,0.7946363636363636
202402,2,1,1,816315,4485,0.9945358187134503,73.85736842105263,0.6228421052631579
202402,2,1,2,817567,3233,0.9960611598440545,62.413157894736834,0.6801052631578948
202402,2,1,3,816149,4651,0.9943335769980507,82.42842105263158,0.775421052631579
202402,2,1,4,816666,4134,0.9949634502923977,71.86947368421052,0.8316315789473684
202402,2,2,1,816418,4382,0.994661306042885,67.30105263157895,0.7499473684210527
202402,2,2,2,815840,4960,0.9939571150097466,69.92157894736842,0.7396315789473684
202402,2,2,3,816523,4277,0.9947892300194932,58.17947368421053,0.917421052631579
202402,2,2,4,816273,4527,0.994484649122807,74.03684210526316,0.7256842105263157
202402,2,3,1,815772,5028,0.993874269005848,67.39368421052632,0.8630526315789474
202402,2,3,2,815707,5093,0.9937950779727096,71.02684210526316,0.7818421052631579
202402,2,3,3,817411,3389,0.9958711013645223,66.93947368421053,0.7684210526315789
202402,2,3,4,816243,4557,0.9944480994152046,64.60578947368421,0.6887368421052632
202402,2,4,1,816843,3957,0.9951790935672514,72.13105263157895,0.7548421052631579
202402,2,4,2,816900,3900,0.9952485380116959,57.27842105263158,0.7289473684210526
202402,2,4,3,816612,4188,0.9948976608187136,73.59421052631579,0.7661052631578947
202402,2,4,4,815775,5025,0.9938779239766082,70.18263157894737,0.9775263157894737
202402,3,1,1,471820,3380,0.9928872053872054,79.25181818181818,0.8686363636363637
202402,3,1,2,472454,2746,0.9942213804713805,57.77363636363636,0.6167272727272727
202402,3,1,3,472861,2339,0.995077861952862,66.70545454545454,0.8773636363636363
202402,3,1,4,472306,2894,0.9939099326599327,69.96363636363637,0.6398181818181818
202402,3,2,1,472303,2897,0.9939036195286195,59.02363636363636,0.8169090909090908
202402,3,2,2,472519,2681,0.994358164983165,74.87545454545455,0.71
202402,3,2,3,472736,2464,0.9948148148148147,57.879999999999995,0.7790909090909092
202402,3,2,4,472148,3052,0.9935774410774411,69.14727272727272,0.8712727272727272
202402,3,3,1,472370,2830,0.9940446127946128,62.440909090909095,0.6392727272727273
202402,3,3,2,472296,2904,0.9938888888888889,76.3509090909091,0.8159090909090909
202402,3,3,3,472342,2858,0.9939856902356902,75.45,0.7298181818181818
202402,3,3,4,472753,2447,0.9948505892255892,74.14999999999999,0.597909090909091
202402,3,4,1,472734,2466,0.9948106060606061,65.54727272727273,0.9534545454545454
202402,3,4,2,472613,2587,0.9945559764309764,69.71909090909092,0.7595454545454546
202402,3,4,3,472894,2306,0.9951473063973064,76.32454545454546,0.6721818181818182
202402,3,4,4,473372,1828,0.9961531986531987,68.11363636363636,0.7437272727272728
202402,4,1,1,1074651,5349,0.9950472222222223,72.3988,0.8264400000000001
202402,4,1,2,1074838,5162,0.9952203703703704,59.702799999999996,0.75924
202402,4,1,3,1074953,5047,0.9953268518518519,64.9012,0.7854800000000001
202402,4,1,4,1074156,5844,0.994588888888889,75.51480000000001,0.7169599999999999
202402,4,2,1,1075179,4821,0.9955361111111111,64.3536,0.65876
202402,4,2,2,1074346,5654,0.9947648148148148,77.9008,0.79268
202402,4,2,3,1075319,4681,0.9956657407407407,59.37480000000001,0.8802
202402,4,2,4,1073528,6472,0.9940074074074075,71.892,0.79508
202402,4,3,1,1073684,6316,0.9941518518518518,72.946,0.7916799999999999
202402,4,3,2,1074716,5284,0.9951074074074074,66.3224,0.8030799999999999
202402,4,3,3,1074432,5568,0.9948444444444445,65.96039999999999,0.8027200000000001
202402,4,3,4,1074359,5641,0.9947768518518518,68.382,0.7904399999999999
202402,4,4,1,1073856,6144,0.994311111111111,75.8204,0.7858799999999999
202402,4,4,2,1074269,5731,0.9946935185185185,64.138,0.74264
202402,4,4,3,1074665,5335,0.9950601851851851,63.2468,0.7490000000000001
202402,4,4,4,1074676,5324,0.9950703703703704,73.1608,0.72016
202402,5,1,1,773239,4361,0.9943917181069959,68.6561111111111,0.8931111111111112
202402,5,1,2,773460,4140,0.9946759259259258,61.696666666666665,0.8548333333333333
202402,5,1,3,772471,5129,0.9934040637860081,59.303333333333335,0.7147222222222223
202402,5,1,4,773773,3827,0.9950784465020577,73.5838888888889,0.7980555555555555
202402,5,2,1,772868,4732,0.993914609053498,62.952222222222225,0.8263888888888888
202402,5,2,2,773276,4324,0.9944393004115226,68.04722222222222,0.8801666666666667
202402,5,2,3,772731,4869,0.9937384259259259,72.44388888888889,1.0646111111111112
202402,5,2,4,773122,4478,0.9942412551440329,70.29,0.8542222222222222
202402,5,3,1,773403,4197,0.9946026234567901,56.695,0.6909444444444444
202402,5,3,2,773857,3743,0.9951864711934157,60.24222222222222,0.8895555555555555
202402,5,3,3,773067,4533,0.994170524691358,72.11333333333333,0.5471666666666667
202402,5,3,4,773824,3776,0.9951440329218106,72.04777777777778,0.8585555555555556
202402,5,4,1,773074,4526,0.9941795267489711,57.376666666666665,0.8134444444444444
202402,5,4,2,773852,3748,0.9951800411522633,63.531666666666666,0.866
202402,5,4,3,773606,3994,0.994863683127572,54.18111111111111,0.8647777777777779
202402,5,4,4,773274,4326,0.9944367283950617,70.56,0.6197222222222222
202402,6,1,1,730711,3689,0.9949768518518518,75.18941176470588,0.812
202402,6,1,2,731079,3321,0.9954779411764705,75.01176470588236,0.6261764705882352
202402,6,1,3,730057,4343,0.9940863289760349,73.89176470588235,0.8769411764705883
202402,6,1,4,730059,4341,0.9940890522875818,67.8029411764706,0.6520588235294117
202402,6,2,1,729561,4839,0.9934109477124183,63.70647058823529,0.5948823529411764
202402,6,2,2,730421,3979,0.99458197167756,62.153529411764715,0.6704117647058824
202402,6,2,3,730818,3582,0.9951225490196078,68.00588235294117,0.7774705882352941
202402,6,2,4,730257,4143,0.994358660130719,77.25941176470589,0.8095294117647059
202402,6,3,1,729695,4705,0.9935934095860567,67.4470588235294,0.7803529411764706
202402,6,3,2,731616,2784,0.9962091503267975,67.47058823529412,0.7343529411764705
202402,6,3,3,730747,3653,0.9950258714596949,61.533529411764704,0.9066470588235295
202402,6,3,4,730028,4372,0.9940468409586057,77.45058823529412,0.6472941176470588
202402,6,4,1,731181,3219,0.9956168300653596,67.65823529411765,0.740235294117647
202402,6,4,2,730337,4063,0.9944675925925925,60.93,0.7767058823529412
202402,6,4,3,730352,4048,0.9944880174291939,50.57647058823529,0.8385882352941176
202402,6,4,4,730847,3553,0.9951620370370371,73.78647058823529,0.816529411764706
202402,7,1,1,816716,4084,0.995024366471735,73.52894736842104,0.871
202402,7,1,2,817359,3441,0.9958077485380117,61.6257894736842,0.5809473684210527
202402,7,1,3,816118,4682,0.9942958089668615,86.77631578947368,0.7599473684210526
202402,7,1,4,816112,4688,0.9942884990253411,81.23631578947368,0.6450526315789474
202402,7,2,1,816280,4520,0.9944931773879141,54.96947368421053,0.6564736842105262
202402,7,2,2,816133,4667,0.9943140838206628,68.12684210526317,0.6988947368421052
202402,7,2,3,815524,5276,0.9935721247563353,70.1978947368421,0.7507368421052631
202402,7,2,4,816264,4536,0.9944736842105263,70.91578947368421,0.773
202402,7,3,1,816054,4746,0.9942178362573099,66.03263157894737,0.8588421052631577
202402,7,3,2,817237,3563,0.9956591130604289,77.57157894736842,0.7263684210526316
202402,7,3,3,816080,4720,0.9942495126705652,59.369473684210526,0.5421578947368421
202402,7,3,4,816380,4420,0.9946150097465887,51.01263157894737,0.6506842105263158
202402,7,4,1,816981,3819,0.9953472222222223,62.5921052631579,0.8818421052631579
202402,7,4,2,815837,4963,0.9939534600389863,71.53736842105263,0.7987894736842105
202402,7,4,3,816044,4756,0.9942056530214425,68.4757894736842,0.8973684210526316
202402,7,4,4,817057,3743,0.9954398148148149,63.49842105263158,0.7402105263157894
202403,1,1,1,472643,2557,0.9946191077441078,66.08636363636364,0.9664545454545455
202403,1,1,2,473369,1831,0.9961468855218855,77.83545454545455,0.7242727272727273
202403,1,1,3,473062,2138,0.9955008417508417,79.3990909090909,0.8524545454545455
202403,1,1,4,473042,2158,0.9954587542087542,65.55000000000001,0.9605454545454546
202403,1,2,1,473300,1900,0.9960016835016835,60.89454545454546,0.9212727272727274
202403,1,2,2,471480,3720,0.9921717171717173,68.64636363636363,0.5022727272727273
202403,1,2,3,472319,2881,0.9939372895622895,69.10363636363637,0.5201818181818182
202403,1,2,4,472953,2247,0.9952714646464647,82.73454545454545,0.9133636363636364
202403,1,3,1,473422,1778,0.9962584175084175,55.26181818181818,0.8352727272727273
202403,1,3,2,472519,2681,0.994358164983165,50.77181818181818,0.6201818181818182
202403,1,3,3,472249,2951,0.9937899831649832,84.41636363636364,0.6367272727272727
202403,1,3,4,472078,3122,0.9934301346801347,63.29909090909091,0.6635454545454545
202403,1,4,1,473277,1923,0.9959532828282828,66.84909090909092,0.6791818181818182
202403,1,4,2,472638,2562,0.9946085858585859,54.78090909090909,0.7916363636363637
202403,1,4,3,472749,2451,0.9948421717171718,68.32818181818182,0.983909090909091
202403,1,4,4,473159,2041,0.9957049663299663,56.01363636363636,0.8646363636363635
202403,2,1,1,816286,4514,0.9945004873294347,63.965789473684204,0.873
202403,2,1,2,816214,4586,0.994412768031189,76.83473684210527,0.9758947368421054
202403,2,1,3,816542,4258,0.9948123781676413,61.65631578947369,0.6344736842105263
202403,2,1,4,816489,4311,0.9947478070175437,66.62315789473683,0.7450526315789474
202403,2,2,1,816402,4398,0.9946418128654971,75.51052631578948,0.781578947368421
202403,2,2,2,815709,5091,0.993797514619883,65.39421052631579,0.835421052631579
202403,2,2,3,816797,4003,0.9951230506822611,79.23789473684211,0.8695263157894737
202403,2,2,4,815414,5386,0.9934381091617933,75.0857894736842,0.6507368421052632
202403,2,3,1,817250,3550,0.9956749512670564,57.64473684210526,0.8308421052631578
202403,2,3,2,816334,4466,0.9945589668615985,76.87210526315789,0.6711052631578948
202403,2,3,3,817069,3731,0.9954544346978557,74.04736842105264,0.8283684210526316
202403,2,3,4,816644,4156,0.9949366471734893,61.646842105263154,0.6933684210526315
202403,2,4,1,816614,4186,0.9949000974658869,82.0221052631579,0.695
202403,2,4,2,815788,5012,0.9938937621832359,68.93684210526315,0.7239473684210526
202403,2,4,3,817201,3599,0.9956152534113061,74.65631578947368,0.7838947368421053
202403,2,4,4,816330,4470,0.9945540935672514,65.09315789473685,0.9099999999999999
202403,3,1,1,472136,3064,0.9935521885521886,82.2909090909091,0.996
202403,3,1,2,473098,2102,0.9955765993265993,58.71272727272728,0.5955454545454546
202403,3,1,3,472707,2493,0.9947537878787878,67.75090909090909,0.6278181818181818
202403,3,1,4,473043,2157,0.9954608585858586,54.24727272727273,0.7410909090909091
202403,3,2,1,473542,1658,0.9965109427609428,63.58,0.806090909090909
202403,3,2,2,472810,2390,0.9949705387205388,55.14636363636364,0.9666363636363637
202403,3,2,3,472886,2314,0.9951304713804714,61.276363636363634,0.6060909090909091
202403,3,2,4,472565,2635,0.9944549663299663,70.48272727272727,1.0023636363636363
202403,3,3,1,474058,1142,0.9975968013468013,76.52,0.8942727272727272
202403,3,3,2,472364,2836,0.9940319865319865,68.39818181818181,0.6703636363636364
202403,3,3,3,472672,2528,0.9946801346801347,60.305454545454545,0.929090909090909
202403,3,3,4,472793,2407,0.9949347643097642,71.75090909090909,0.7724545454545454
202403,3,4,1,472261,2939,0.9938152356902357,74.92545454545456,0.43763636363636366
202403,3,4,2,472560,2640,0.9944444444444444,60.48909090909091,0.6988181818181819
202403,3,4,3,472543,2657,0.9944086700336701,75.39818181818181,0.8123636363636364
202403,3,4,4,472707,2493,0.9947537878787878,65.70181818181818,0.7880909090909092
202403,4,1,1,1075230,4770,0.9955833333333334,60.495200000000004,0.7667999999999999
202403,4,1,2,1074268,5732,0.9946925925925926,71.36439999999999,0.7778400000000001
202403,4,1,3,1073858,6142,0.994312962962963,66.8188,0.8143600000000001
202403,4,1,4,1073580,6420,0.9940555555555555,67.3828,0.85392
202403,4,2,1,1074001,5999,0.9944453703703704,77.5496,0.80108
202403,4,2,2,1075067,4933,0.9954324074074075,60.7272,0.6731999999999999
202403,4,2,3,1073297,6703,0.9937935185185185,68.8516,0.76708
202403,4,2,4,1074945,5055,0.9953194444444445,66.11319999999999,0.8092400000000001
202403,4,3,1,1073867,6133,0.9943212962962963,81.53439999999999,0.82808
202403,4,3,2,1073474,6526,0.9939574074074073,71.4752,0.6874800000000001
202403,4,3,3,1074633,5367,0.9950305555555556,65.9212,0.7652800000000001
202403,4,3,4,1074550,5450,0.9949537037037036,65.94319999999999,0.7812
202403,4,4,1,1074646,5354,0.9950425925925925,66.5992,0.83608
202403,4,4,2,1073918,6082,0.9943685185185186,71.8672,0.8958400000000001
202403,4,4,3,1074158,5842,0.9945907407407407,61.177600000000005,0.7266800000000001
202403,4,4,4,1074621,5379,0.9950194444444445,81.7076,0.83344
202403,5,1,1,773645,3955,0.9949138374485597,60.87277777777778,0.5547777777777778
202403,5,1,2,773357,4243,0.9945434670781892,75.03055555555555,0.8095
202403,5,1,3,773209,4391,0.9943531378600823,54.37611111111111,0.6662777777777777
202403,5,1,4,773037,4563,0.9941319444444444,56.056666666666665,0.6483888888888889
202403,5,2,1,772800,4800,0.9938271604938271,65.37166666666667,0.8741111111111111
202403,5,2,2,773062,4538,0.9941640946502057,69.87277777777778,0.7906111111111112
202403,5,2,3,773744,3856,0.9950411522633745,70.41833333333334,0.7862777777777779
202403,5,2,4,773532,4068,0.9947685185185186,80.79333333333334,0.8321111111111111
202403,5,3,1,773741,3859,0.9950372942386831,81.32722222222223,0.9878888888888889
202403,5,3,2,773491,4109,0.9947157921810699,69.49611111111112,0.6006666666666667
202403,5,3,3,774714,2886,0.9962885802469137,69.43055555555556,0.7343888888888889
202403,5,3,4,773025,4575,0.994116512345679,75.37166666666667,0.9008333333333334
202403,5,4,1,772872,4728,0.9939197530864197,70.19277777777778,0.8744999999999999
202403,5,4,2,773478,4122,0.9946990740740742,68.55055555555556,0.8172777777777778
202403,5,4,3,773479,4121,0.9947003600823044,70.25777777777779,0.8515
202403,5,4,4,773413,4187,0.9946154835390946,61.4388888888889,0.947
202403,6,1,1,730382,4018,0.9945288671023966,66.59823529411766,0.8203529411764706
202403,6,1,2,731295,3105,0.9957720588235295,66.9170588235294,0.6924705882352942
202403,6,1,3,729921,4479,0.9939011437908496,63.76176470588236,0.8154705882352941
202403,6,1,4,730275,4125,0.9943831699346406,58.88294117647059,0.9026470588235295
202403,6,2,1,731051,3349,0.9954398148148148,72.30882352941177,0.4922941176470588
202403,6,2,2,730053,4347,0.9940808823529411,62.377647058823534,0.8258235294117647
202403,6,2,3,730872,3528,0.9951960784313725,78.10058823529413,0.6789411764705883
202403,6,2,4,730302,4098,0.9944199346405229,79.95176470588235,0.9096470588235295
202403,6,3,1,729996,4404,0.9940032679738562,81.94176470588235,0.918
202403,6,3,2,730523,3877,0.9947208605664488,60.262352941176474,0.7005882352941176
202403,6,3,3,730773,3627,0.9950612745098039,58.0735294117647,0.8125882352941176
202403,6,3,4,730512,3888,0.9947058823529412,59.93764705882353,0.8930588235294118
202403,6,4,1,729783,4617,0.9937132352941177,76.74764705882353,0.7888823529411765
202403,6,4,2,730683,3717,0.9949387254901961,75.2335294117647,0.6737058823529412
202403,6,4,3,730930,3470,0.995275054466231,75.07058823529412,0.8280000000000001
202403,6,4,4,729994,4406,0.9940005446623092,69.80882352941177,0.6366470588235295
202403,7,1,1,816315,4485,0.9945358187134503,71.33684210526316,0.7309473684210527
202403,7,1,2,816446,4354,0.9946954191033138,58.53684210526316,0.9186842105263159
202403,7,1,3,817570,3230,0.9960648148148149,76.49263157894737,0.7073157894736842
202403,7,1,4,815544,5256,0.9935964912280703,55.14578947368421,0.8732631578947367
202403,7,2,1,817180,3620,0.9955896686159844,65.45947368421052,0.6826842105263158
202403,7,2,2,815682,5118,0.9937646198830409,56.534210526315796,0.7272105263157895
202403,7,2,3,816250,4550,0.994456627680312,76.88052631578948,0.7752631578947369
202403,7,2,4,816452,4348,0.9947027290448343,62.675789473684205,0.5646315789473684
202403,7,3,1,816039,4761,0.9941995614035088,75.17,0.7513157894736843
202403,7,3,2,816293,4507,0.9945090155945419,56.22684210526315,0.8441052631578948
202403,7,3,3,816596,4204,0.9948781676413255,62.147894736842105,0.8382631578947368
202403,7,3,4,816110,4690,0.9942860623781676,65.67157894736842,0.7881052631578948
202403,7,4,1,816681,4119,0.9949817251461988,69.81368421052632,0.781578947368421
202403,7,4,2,816420,4380,0.9946637426900585,66.15789473684211,0.7460526315789474
202403,7,4,3,816923,3877,0.995276559454191,62.62210526315789,0.5711578947368421
202403,7,4,4,816889,3911,0.9952351364522416,56.9021052631579,0.6738421052631579
202404,1,1,1,473259,1941,0.995915404040404,61.15909090909091,0.8134545454545455
202404,1,1,2,473075,2125,0.9955281986531986,86.75727272727272,0.8091818181818181
202404,1,1,3,472674,2526,0.9946843434343434,66.73818181818181,0.7972727272727272
202404,1,1,4,472757,2443,0.9948590067340067,60.43454545454545,0.918909090909091
202404,1,2,1,473348,1852,0.9961026936026937,70.78363636363636,0.9425454545454546
202404,1,2,2,472198,3002,0.99368265993266,72.91545454545455,1.028
202404,1,2,3,472848,2352,0.9950505050505051,72.84818181818183,0.5045454545454545
202404,1,2,4,473339,1861,0.9960837542087543,59.02181818181818,0.7634545454545454
202404,1,3,1,472013,3187,0.9932933501683501,68.03,0.6233636363636363
202404,1,3,2,472777,2423,0.9949010942760943,80.92,0.8193636363636364
202404,1,3,3,472608,2592,0.9945454545454545,72.91727272727273,0.5186363636363637
202404,1,3,4,473053,2147,0.9954819023569024,58.040909090909096,0.9537272727272726
